SETTLEMENT_DATE,SETTLEMENT_PERIOD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW
23-Aug-21,15,23839,468,6527,567,13080,0,12,1994,935,866,-331,-143,806,-1
23-Aug-21,16,25007,467,6527,1070,13080,0,12,2005,942,865,-354,-116,809,-1
23-Aug-21,17,26176,477,6527,1570,13080,0,8,2005,988,1024,-443,-226,993,-1
23-Aug-21,18,26456,487,6527,1920,13080,0,13,2005,991,1031,-454,-192,999,-1
23-Aug-21,19,26688,489,6527,2410,13080,0,15,2005,992,1031,-454,-314,999,-1
23-Aug-21,20,26648,491,6527,2970,13080,0,15,2004,991,1031,-454,-371,999,-1
23-Aug-21,21,26415,492,6527,3280,13080,0,9,2005,991,1030,-454,-431,999,-1
23-Aug-21,22,26329,492,6527,3790,13080,0,10,2004,991,1032,-454,-531,999,-1
23-Aug-21,23,26209,495,6527,4140,13080,0,9,2004,991,1030,-454,-535,999,-1
23-Aug-21,24,26204,497,6527,4450,13080,0,11,2004,991,1025,-454,-535,999,-1
23-Aug-21,25,26324,509,6527,4740,13080,0,7,2003,992,1030,-454,-536,999,-1
23-Aug-21,26,25965,521,6527,5150,13080,0,13,2004,992,1030,-454,-535,999,-1
23-Aug-21,27,25841,538,6527,5460,13080,0,9,2003,992,1032,-454,-536,999,-1
23-Aug-21,28,25474,555,6527,5850,13080,0,12,2003,992,1030,-454,-536,999,-1
23-Aug-21,29,24914,581,6527,5930,13080,0,13,2004,992,1031,-454,-536,999,-1
23-Aug-21,30,24545,606,6527,5970,13080,0,11,2004,992,1031,-454,-536,999,-1
23-Aug-21,31,24336,635,6527,5610,13080,0,12,2003,991,1030,-454,-536,999,-1
23-Aug-21,32,24351,664,6527,5270,13080,0,16,2003,992,1031,-454,-535,999,-1
23-Aug-21,33,24548,685,6527,4740,13080,0,16,2004,992,1031,-454,-536,1018,-1
23-Aug-21,34,25369,705,6527,4080,13080,0,16,2003,992,1030,-454,-536,1019,-1
23-Aug-21,35,26413,716,6527,3450,13080,0,11,2003,991,1031,-454,-535,1019,-1
23-Aug-21,36,27270,726,6527,2690,13080,0,9,2004,992,1032,-454,-499,1019,-1
23-Aug-21,37,27744,708,6527,1930,13080,0,9,2003,992,1030,-437,-486,1019,-1
23-Aug-21,38,28252,689,6527,1180,13080,0,9,2004,992,1030,-410,-391,1019,-1
23-Aug-21,39,28382,674,6527,479,13080,0,9,2003,992,1031,-412,-238,1019,-1
23-Aug-21,40,28243,658,6527,106,13080,0,9,2003,992,1031,-453,-109,1019,-1
23-Aug-21,41,28421,649,6527,10,13080,0,7,2003,991,1031,-453,-39,1019,-1
23-Aug-21,42,28130,640,6527,3,13080,0,14,2003,992,1030,-453,-38,1019,-1
23-Aug-21,43,27524,642,6527,0,13080,0,21,2003,993,1031,-453,-86,1000,-1
23-Aug-21,44,26145,643,6527,0,13080,0,22,2003,992,1030,-453,-180,999,-1
23-Aug-21,45,24908,647,6527,0,13080,0,17,2003,991,1031,-453,-179,999,-1
23-Aug-21,46,23640,651,6527,0,13080,0,27,2002,989,1031,-453,-326,999,-1
23-Aug-21,47,22225,659,6527,0,13080,0,298,1812,902,911,-385,-341,905,-1
23-Aug-21,48,20927,666,6527,0,13080,0,302,1805,894,907,-235,-188,901,-1
24-Aug-21,1,19996,671,6527,0,13080,0,576,1708,849,859,-111,-41,855,-1
24-Aug-21,2,19425,675,6527,0,13080,0,786,1705,846,857,-209,0,853,-1
24-Aug-21,3,19062,672,6527,0,13080,0,926,1659,824,832,-286,0,829,-1
24-Aug-21,4,18858,668,6527,0,13080,0,930,1657,823,831,-307,0,828,-1
24-Aug-21,5,18467,668,6527,0,13080,0,1161,1656,822,831,-343,0,829,-1
24-Aug-21,6,18114,668,6527,0,13080,0,1203,1656,821,831,-414,-38,829,-1
24-Aug-21,7,17960,669,6527,0,13080,0,1196,1657,822,831,-414,0,829,-1
24-Aug-21,8,17817,670,6527,0,13080,0,1194,1657,823,831,-410,0,829,-1
24-Aug-21,9,17905,686,6527,0,13080,0,1195,1657,823,831,-308,0,829,-1
24-Aug-21,10,18020,702,6527,0,13080,0,1187,1657,822,831,-246,0,829,-1
24-Aug-21,11,18558,699,6527,0,13080,0,898,1657,823,831,-233,0,828,-1
24-Aug-21,12,19235,695,6527,0,13080,0,889,1657,827,831,-84,0,828,-1
24-Aug-21,13,20732,697,6527,28,13080,0,820,1943,959,948,76,54,874,-1
24-Aug-21,14,22095,698,6527,254,13080,0,663,1955,968,952,82,11,875,-1
24-Aug-21,15,23982,704,6527,634,13080,0,37,2002,990,865,-69,0,933,-1
24-Aug-21,16,25071,710,6527,1270,13080,0,12,2004,993,862,-35,0,935,5
24-Aug-21,17,25871,738,6527,2050,13080,0,12,2004,992,1027,-151,-54,997,123
24-Aug-21,18,26186,765,6527,2590,13080,0,12,2004,993,1031,-260,-10,999,137
24-Aug-21,19,26113,793,6527,3050,13080,0,12,2004,993,1031,-332,0,999,137
24-Aug-21,20,25829,821,6527,3590,13080,0,12,2004,992,1031,-446,-2,999,137
24-Aug-21,21,25525,853,6527,4020,13080,0,11,2004,993,1031,-453,-100,999,137
24-Aug-21,22,25064,884,6527,4580,13080,0,12,2004,993,1031,-453,-177,999,137
24-Aug-21,23,25046,891,6527,5330,13080,0,12,2004,992,1031,-385,-80,999,137
24-Aug-21,24,24868,897,6527,6030,13080,0,12,2004,993,1032,-347,-88,999,137
24-Aug-21,25,24854,891,6527,6230,13080,0,12,2004,992,1030,-326,-9,999,30
24-Aug-21,26,24733,884,6527,6240,13080,0,13,2004,992,1031,-377,-58,999,-2
24-Aug-21,27,24680,891,6527,6400,13080,0,11,2004,992,1031,-454,0,999,-1
24-Aug-21,28,24455,898,6527,6070,13080,0,13,2005,993,1031,-438,0,999,-1
24-Aug-21,29,24295,909,6527,5780,13080,0,14,2004,992,1031,-453,0,999,-1
24-Aug-21,30,24424,920,6527,5570,13080,0,12,2004,992,1031,-453,0,999,-1
24-Aug-21,31,24573,936,6527,5410,13080,0,12,2004,991,1031,-427,0,999,-1
24-Aug-21,32,24749,952,6527,5090,13080,0,12,2004,991,1030,-414,0,999,-1
24-Aug-21,33,25171,964,6527,4500,13080,0,15,1934,992,1031,-276,0,900,-1
24-Aug-21,34,26126,976,6527,3810,13080,0,18,1930,992,1030,-239,0,896,-1
24-Aug-21,35,27071,952,6527,3120,13080,0,16,2001,993,1030,-250,0,1015,-1
24-Aug-21,36,28028,928,6527,2480,13080,0,11,2004,992,1032,-101,0,1019,-1
24-Aug-21,37,28602,881,6527,1760,13080,0,10,2003,993,1031,-66,0,1019,-1
24-Aug-21,38,28829,833,6527,1140,13080,0,11,2004,992,1032,-54,0,1019,-1
24-Aug-21,39,28875,815,6527,492,13080,0,10,2004,992,1031,26,0,1019,-1
24-Aug-21,40,28729,797,6527,116,13080,0,11,2004,992,1031,-22,0,1019,-1
24-Aug-21,41,28632,789,6527,6,13080,0,15,2004,991,891,64,0,1019,-1
24-Aug-21,42,28498,780,6527,2,13080,0,18,2004,991,884,37,0,1019,-1
24-Aug-21,43,27634,767,6527,0,13080,0,14,2004,993,1026,129,0,1000,-1
24-Aug-21,44,26375,753,6527,0,13080,0,16,2004,992,1031,37,0,999,-1
24-Aug-21,45,25065,729,6527,0,13080,0,84,2004,991,1031,-82,0,999,-1
24-Aug-21,46,23608,705,6527,0,13080,0,86,2003,988,1031,-239,0,999,-1
24-Aug-21,47,22081,678,6527,0,13080,0,83,1717,855,862,-249,0,858,-1
24-Aug-21,48,20852,651,6527,0,13080,0,80,1706,846,855,-98,0,853,-1
25-Aug-21,1,20033,623,6527,0,13080,0,84,1706,846,856,77,0,852,-1
25-Aug-21,2,19570,595,6527,0,13080,0,102,1706,847,858,61,0,852,-1
25-Aug-21,3,19226,574,6527,0,13080,0,481,1707,847,856,140,0,853,-1
25-Aug-21,4,19061,552,6527,0,13080,0,921,1707,847,856,184,0,853,-1
25-Aug-21,5,18716,533,6527,0,13080,0,917,1707,847,858,46,0,853,-1
25-Aug-21,6,18405,514,6527,0,13080,0,1182,1707,847,858,-25,0,853,-1
25-Aug-21,7,18309,506,6527,0,13080,0,1192,1707,847,857,-19,0,853,-1
25-Aug-21,8,18154,498,6527,0,13080,0,1188,1707,847,858,-18,0,853,-1
25-Aug-21,9,18231,514,6527,0,13080,0,1179,1707,847,857,-18,0,853,-1
25-Aug-21,10,18198,530,6527,0,13080,0,1124,1707,848,856,-18,0,853,-1
25-Aug-21,11,18890,528,6527,0,13080,0,730,1707,847,856,-18,0,853,-1
25-Aug-21,12,19576,525,6527,0,13080,0,354,1707,850,856,82,0,853,-1
25-Aug-21,13,21165,528,6527,8,13080,0,127,1898,937,951,206,0,948,-1
25-Aug-21,14,22570,530,6527,150,13080,0,85,1906,946,953,92,0,951,-1
25-Aug-21,15,24142,527,6527,460,13080,0,28,2001,990,1028,-62,0,997,-1
25-Aug-21,16,25426,523,6527,958,13080,0,12,2004,991,1030,-116,0,999,-1
25-Aug-21,17,26490,535,6527,1510,13080,0,12,2005,991,1031,-258,0,999,12
25-Aug-21,18,26688,547,6527,2030,13080,0,14,2004,991,1032,-267,0,999,17
25-Aug-21,19,26702,562,6527,2350,13080,0,11,2005,992,1032,-398,0,999,-4
25-Aug-21,20,26491,577,6527,2650,13080,0,13,2003,993,1031,-454,0,999,-6
25-Aug-21,21,26299,586,6527,2960,13080,0,16,2003,994,1030,-407,0,999,-8
25-Aug-21,22,26272,594,6527,3360,13080,0,14,2003,994,1031,-448,0,999,-8
25-Aug-21,23,26244,612,6527,3810,13080,0,11,2003,994,1030,-433,0,999,12
25-Aug-21,24,26031,629,6527,4250,13080,0,14,2003,993,1031,-401,0,999,17
25-Aug-21,25,25906,653,6527,4740,13080,0,12,2003,995,1031,-374,0,999,-2
25-Aug-21,26,25909,677,6527,4900,13080,0,12,2004,994,1031,-451,0,999,-1
25-Aug-21,27,25811,720,6527,5360,13080,0,12,2005,995,1031,-454,0,999,-1
25-Aug-21,28,25321,762,6527,5510,13080,0,12,2004,995,1031,-454,0,999,-1
25-Aug-21,29,25046,807,6527,5380,13080,0,10,2005,994,888,-454,0,999,-1
25-Aug-21,30,25026,851,6527,5140,13080,0,12,2003,996,882,-454,0,999,-1
25-Aug-21,31,25120,873,6527,4720,13080,0,12,2003,995,878,-454,0,999,-1
25-Aug-21,32,25523,894,6527,4200,13080,0,12,2004,994,877,-454,0,999,-1
25-Aug-21,33,25948,929,6527,3630,13080,0,12,2004,995,737,-454,0,1018,-1
25-Aug-21,34,26747,963,6527,3120,13080,0,13,2003,993,732,-454,0,1019,-1
25-Aug-21,35,27657,968,6527,2460,13080,0,12,2004,992,732,-454,0,1019,-1
25-Aug-21,36,28129,972,6527,1900,13080,0,16,2004,994,731,-425,0,1019,-1
25-Aug-21,37,28501,962,6527,1280,13080,0,14,2004,992,686,-441,0,1019,-1
25-Aug-21,38,28949,951,6527,755,13080,0,12,2004,992,684,-422,0,1019,-1
25-Aug-21,39,29258,942,6527,312,13080,0,13,2005,992,878,-328,0,1019,-1
25-Aug-21,40,29103,933,6527,74,13080,0,12,2004,992,884,-218,0,1019,-1
25-Aug-21,41,29076,955,6527,5,13080,0,12,2004,991,930,-179,0,1019,-1
25-Aug-21,42,28961,976,6527,2,13080,0,13,2004,991,932,-326,0,1019,-1
25-Aug-21,43,28156,997,6527,0,13080,0,12,2004,992,957,-347,0,1000,-1
25-Aug-21,44,26667,1017,6527,0,13080,0,12,2004,988,957,-428,0,999,-1
25-Aug-21,45,25209,1005,6527,0,13080,0,12,1766,879,734,-380,0,881,-1
25-Aug-21,46,23738,993,6527,0,13080,0,12,1756,867,726,-450,0,877,-1
25-Aug-21,47,22233,1009,6527,0,13080,0,81,1382,695,695,-386,0,692,-1
25-Aug-21,48,20848,1024,6527,0,13080,0,85,1367,682,694,-236,0,685,-1
26-Aug-21,1,19938,1041,6527,0,13080,0,85,1367,681,693,-96,0,686,-1
26-Aug-21,2,19320,1058,6527,0,13080,0,84,1367,681,693,-156,0,686,-1
26-Aug-21,3,18859,1050,6527,0,13080,0,290,1368,682,693,-179,0,686,-1
26-Aug-21,4,18733,1041,6527,0,13080,0,359,1367,682,693,-163,0,686,-1
26-Aug-21,5,18517,1051,6527,0,13080,0,361,1367,682,693,-163,0,685,-1
26-Aug-21,6,18077,1060,6527,0,13080,0,637,1367,682,693,-251,0,685,-1
26-Aug-21,7,17928,1084,6527,0,13080,0,908,1367,682,693,-299,0,686,-1
26-Aug-21,8,17753,1107,6527,0,13080,0,1170,1367,681,693,-295,0,686,-1
26-Aug-21,9,17842,1114,6527,0,13080,0,1180,1367,681,693,-290,0,686,-1
26-Aug-21,10,17916,1121,6527,0,13080,0,965,1367,681,693,-309,0,686,-1
26-Aug-21,11,18473,1116,6527,0,13080,0,583,1368,681,692,-250,0,687,-1
26-Aug-21,12,19229,1111,6527,0,13080,0,328,1368,684,693,-100,0,687,-1
26-Aug-21,13,20563,1121,6527,3,13080,0,35,1405,747,721,12,0,575,-1
26-Aug-21,14,21941,1131,6527,104,13080,0,12,1412,754,719,-42,0,572,-1
26-Aug-21,15,23613,1174,6527,361,13080,0,12,1649,860,286,-189,0,842,-1
26-Aug-21,16,24814,1216,6527,729,13080,0,10,1650,869,275,-297,0,852,-1
26-Aug-21,17,25979,1288,6527,1130,13080,0,9,1896,937,918,-430,0,947,-7
26-Aug-21,18,26363,1359,6527,1540,13080,0,7,1904,942,954,-454,0,950,-5
26-Aug-21,19,26585,1418,6527,2080,13080,0,15,1952,965,976,-454,0,973,-2
26-Aug-21,20,26283,1476,6527,2590,13080,0,17,1954,967,977,-454,0,974,-1
26-Aug-21,21,25833,1498,6527,3140,13080,0,13,1954,969,978,-454,0,974,-1
26-Aug-21,22,25390,1519,6527,3780,13080,0,13,1954,968,978,-454,0,974,-1
26-Aug-21,23,25231,1513,6527,4450,13080,0,11,1954,968,978,-453,0,974,-1
26-Aug-21,24,25153,1506,6527,4990,13080,0,12,1954,968,978,-453,0,974,-1
26-Aug-21,25,25074,1482,6527,5130,13080,0,10,2002,990,1002,-453,0,998,-1
26-Aug-21,26,24796,1457,6527,5550,13080,0,12,2003,994,1004,-453,0,999,1
26-Aug-21,27,24496,1474,6527,5530,13080,0,11,2004,992,1004,-453,0,999,32
26-Aug-21,28,24130,1490,6527,5570,13080,0,12,2003,993,1003,-453,0,999,37
26-Aug-21,29,23867,1486,6527,5410,13080,0,12,1811,993,1002,-453,0,999,37
26-Aug-21,30,23766,1481,6527,5310,13080,0,12,1804,993,1003,-453,0,999,35
26-Aug-21,31,23940,1474,6527,5210,13080,0,12,1808,992,1003,-453,0,999,3
26-Aug-21,32,24285,1467,6527,4650,13080,0,12,1805,992,1003,-453,0,999,-1
26-Aug-21,33,24865,1464,6527,4070,13080,0,12,1996,993,1030,-453,0,1018,-1
26-Aug-21,34,25786,1461,6527,3470,13080,0,12,2003,992,1032,-453,0,1019,-1
26-Aug-21,35,26579,1454,6527,2830,13080,0,17,2003,991,1031,-453,0,1019,-1
26-Aug-21,36,27262,1446,6527,2150,13080,0,12,2003,991,1031,-453,0,1019,-1
26-Aug-21,37,27817,1361,6527,1490,13080,0,9,2003,992,1031,-453,0,1019,-1
26-Aug-21,38,28202,1276,6527,904,13080,0,8,2003,992,1031,-453,0,1019,-1
26-Aug-21,39,28132,1211,6527,400,13080,0,11,2003,992,1032,-453,0,1019,-1
26-Aug-21,40,28045,1146,6527,86,13080,0,9,2003,991,1030,-414,0,1019,-1
26-Aug-21,41,28111,1113,6527,5,13080,0,7,2002,991,1031,-321,0,1019,-1
26-Aug-21,42,27928,1079,6527,3,13080,0,7,2003,991,1032,-334,0,1019,-1
26-Aug-21,43,27001,1062,6527,0,13080,0,9,2003,992,1031,-442,0,1000,-1
26-Aug-21,44,25785,1044,6527,0,13080,0,8,2003,990,1031,-453,0,999,-1
26-Aug-21,45,24791,1022,6527,0,13080,0,6,1908,947,941,-453,0,953,-1
26-Aug-21,46,23477,1000,6527,0,13080,0,9,1903,940,938,-453,0,951,-1
26-Aug-21,47,21943,968,6527,0,13080,0,80,1617,807,812,-385,0,809,-1
26-Aug-21,48,20809,935,6527,0,13080,0,82,1606,797,807,-235,0,804,-1
27-Aug-21,1,19891,884,6527,0,13080,0,85,1510,752,762,-113,0,758,-1
27-Aug-21,2,19270,833,6527,0,13080,0,85,1507,749,760,-181,0,755,-1
27-Aug-21,3,18877,811,6527,0,13080,0,410,1507,748,760,-94,0,755,-1
27-Aug-21,4,18673,788,6527,0,13080,0,658,1508,748,760,-96,0,755,-1
27-Aug-21,5,18351,763,6527,0,13080,0,997,1508,750,760,-36,0,754,-1
27-Aug-21,6,18048,738,6527,0,13080,0,985,1508,750,760,-139,0,754,-1
27-Aug-21,7,17874,720,6527,0,13080,0,988,1508,751,760,-79,0,754,-1
27-Aug-21,8,17742,702,6527,0,13080,0,1042,1508,750,760,-94,0,754,-1
27-Aug-21,9,17820,688,6527,0,13080,0,1070,1508,750,760,-50,0,755,-1
27-Aug-21,10,17908,673,6527,0,13080,0,855,1508,750,760,-44,0,755,-1
27-Aug-21,11,18419,658,6527,0,13080,0,278,1503,750,760,-20,0,754,-1
27-Aug-21,12,19127,643,6527,0,13080,0,85,1502,752,760,27,0,754,-1
27-Aug-21,13,20493,638,6527,5,13080,0,82,1540,831,795,126,0,845,-1
27-Aug-21,14,21918,633,6527,137,13080,0,85,1539,839,796,36,0,848,-1
27-Aug-21,15,23635,632,6527,555,13080,0,15,1898,982,962,-80,0,946,-1
27-Aug-21,16,24880,631,6527,1120,13080,0,14,1912,991,969,-134,0,949,2
27-Aug-21,17,25987,643,6527,1720,13080,0,17,2002,990,1029,-276,0,997,50
27-Aug-21,18,26273,655,6527,2210,13080,0,16,2004,991,1031,-418,0,999,55
27-Aug-21,19,26243,669,6527,2700,13080,0,14,2004,993,1031,-453,0,999,15
27-Aug-21,20,25911,683,6527,3210,13080,0,16,2004,993,1031,-453,0,999,19
27-Aug-21,21,25906,661,6527,3560,13080,0,17,2004,993,1031,-453,0,999,38
27-Aug-21,22,25910,639,6527,3760,13080,0,16,2004,992,1031,-453,0,999,49
27-Aug-21,23,25725,618,6527,3770,13080,0,8,2004,992,1030,-453,0,999,-54
27-Aug-21,24,25781,597,6527,3650,13080,0,9,2004,992,1031,-453,0,999,-64
27-Aug-21,25,26008,592,6527,3690,13080,0,5,2004,993,1032,-453,0,999,-10
27-Aug-21,26,25839,587,6527,3940,13080,0,6,2004,993,1030,-453,0,999,-1
27-Aug-21,27,25561,603,6527,4150,13080,0,11,2005,993,1032,-453,0,999,-1
27-Aug-21,28,25252,618,6527,4070,13080,0,13,2005,994,1031,-453,0,999,-1
27-Aug-21,29,25158,627,6527,3750,13080,0,13,2004,992,1030,-453,0,999,-1
27-Aug-21,30,24972,635,6527,3580,13080,0,13,2005,994,1031,-453,0,999,-1
27-Aug-21,31,24902,647,6527,3490,13080,0,12,2005,994,1031,-453,0,999,-1
27-Aug-21,32,25060,659,6527,3160,13080,0,14,2005,994,1031,-453,0,999,-1
27-Aug-21,33,25393,674,6527,2810,13080,0,13,2004,994,1031,-453,0,1018,-1
27-Aug-21,34,25873,688,6527,2380,13080,0,13,2004,993,1031,-453,0,1019,-1
27-Aug-21,35,26521,694,6527,2170,13080,0,13,2004,991,1031,-453,0,1019,-1
27-Aug-21,36,27161,700,6527,1750,13080,0,13,2005,992,1032,-453,0,1019,-1
27-Aug-21,37,27643,663,6527,1180,13080,0,10,2004,992,1031,-453,0,1019,-1
27-Aug-21,38,27817,625,6527,708,13080,0,11,2005,993,1031,-453,0,1019,-1
27-Aug-21,39,27785,627,6527,264,13080,0,14,2004,992,1031,-453,0,1019,-1
27-Aug-21,40,27847,629,6527,44,13080,0,12,2004,993,1031,-453,0,1019,-1
27-Aug-21,41,27778,643,6527,3,13080,0,12,2004,992,1031,-453,0,1019,-1
27-Aug-21,42,27443,657,6527,1,13080,0,13,2004,993,1031,-453,0,1019,-1
27-Aug-21,43,26568,666,6527,0,13080,0,12,2004,993,1031,-453,0,1000,-1
27-Aug-21,44,25389,674,6527,0,13080,0,12,2004,991,1031,-453,0,999,-1
27-Aug-21,45,24121,675,6527,0,13080,0,11,1956,968,979,-453,0,975,-1
27-Aug-21,46,22905,675,6527,0,13080,0,12,1955,965,977,-453,0,974,-1
27-Aug-21,47,21587,674,6527,0,13080,0,13,1812,899,909,-385,0,904,-1
27-Aug-21,48,20466,672,6527,0,13080,0,13,1805,892,906,-235,0,901,-1
28-Aug-21,1,19516,658,6527,0,13080,0,12,1519,759,767,-83,0,761,-1
28-Aug-21,2,18860,644,6527,0,13080,0,71,1508,750,761,47,0,755,-1
28-Aug-21,3,18436,634,6527,0,13080,0,189,1509,750,761,192,0,756,-1
28-Aug-21,4,18299,623,6527,0,13080,0,483,1509,748,761,255,0,756,-1
28-Aug-21,5,17805,613,6527,0,13080,0,916,1375,686,695,248,0,689,-1
28-Aug-21,6,17459,603,6527,0,13080,0,1210,1370,683,693,98,0,686,-1
28-Aug-21,7,17346,599,6527,0,13080,0,1193,1371,682,693,-19,0,686,-1
28-Aug-21,8,17107,595,6527,0,13080,0,1194,1371,683,694,-47,0,686,-1
28-Aug-21,9,17015,603,6527,0,13080,0,1188,1370,683,693,-51,0,687,-1
28-Aug-21,10,17038,610,6527,0,13080,0,1010,1370,683,694,-188,0,687,-1
28-Aug-21,11,17337,613,6527,0,13080,0,669,1370,683,693,-228,0,687,-1
28-Aug-21,12,17717,616,6527,0,13080,0,553,1371,683,694,-103,0,687,-1
28-Aug-21,13,18338,624,6527,2,13080,0,398,1371,684,693,-57,0,688,-1
28-Aug-21,14,18935,631,6527,145,13080,0,421,1371,684,693,12,0,687,-1
28-Aug-21,15,20035,629,6527,570,13080,0,18,1498,745,758,-72,0,753,-1
28-Aug-21,16,20858,627,6527,1060,13080,0,13,1507,752,761,-57,0,755,-1
28-Aug-21,17,21854,640,6527,1600,13080,0,12,1698,840,853,-180,0,849,-1
28-Aug-21,18,22385,652,6527,2240,13080,0,9,1705,846,856,-139,0,852,-1
28-Aug-21,19,22610,659,6527,3060,13080,0,9,1706,847,856,-24,0,852,-1
28-Aug-21,20,22384,665,6527,4030,13080,0,9,1706,848,856,-93,0,852,-1
28-Aug-21,21,22096,657,6527,4710,13080,0,9,1802,894,904,-232,0,899,-1
28-Aug-21,22,21585,649,6527,5100,13080,0,9,1805,896,906,-329,0,901,-1
28-Aug-21,23,21303,646,6527,5400,13080,0,6,1805,896,905,-432,-12,900,-1
28-Aug-21,24,21050,643,6527,6000,13080,0,10,1806,896,905,-454,-107,900,-1
28-Aug-21,25,20823,653,6527,6190,13080,0,9,1806,897,906,-454,-51,901,-1
28-Aug-21,26,20640,663,6527,6130,13080,0,6,1806,897,906,-454,-157,901,-1
28-Aug-21,27,20260,673,6527,6350,13080,0,10,1763,875,883,-454,-127,877,-1
28-Aug-21,28,19803,683,6527,6090,13080,0,12,1755,873,881,-454,-238,876,-1
28-Aug-21,29,19675,696,6527,5790,13080,0,12,1756,873,880,-454,-342,877,-1
28-Aug-21,30,19664,708,6527,5530,13080,0,11,1756,872,880,-454,-278,876,-1
28-Aug-21,31,19834,725,6527,5170,13080,0,10,1761,873,881,-454,-292,875,-1
28-Aug-21,32,20038,741,6527,4770,13080,0,10,1755,873,882,-454,-248,875,-1
28-Aug-21,33,20772,746,6527,4370,13080,0,10,1804,894,904,-454,-237,899,-1
28-Aug-21,34,21677,751,6527,3710,13080,0,6,1806,897,905,-454,-85,900,-1
28-Aug-21,35,23106,734,6527,3010,13080,0,8,1997,985,999,-454,-57,996,-1
28-Aug-21,36,23768,716,6527,2320,13080,0,8,2004,992,1003,-454,-4,999,-1
28-Aug-21,37,24491,672,6527,1690,13080,0,7,2004,992,1003,-404,0,999,-1
28-Aug-21,38,24886,628,6527,924,13080,0,9,2004,993,1003,-259,0,999,-1
28-Aug-21,39,25220,594,6527,385,13080,0,8,2003,992,1003,-187,0,999,-1
28-Aug-21,40,25302,560,6527,63,13080,0,8,2003,992,1003,-65,0,999,-1
28-Aug-21,41,25416,534,6527,5,13080,0,6,2004,992,1003,82,0,999,-1
28-Aug-21,42,25379,507,6527,2,13080,0,7,2004,991,1004,96,0,999,-1
28-Aug-21,43,24571,481,6527,0,13080,0,7,1908,946,955,-35,0,953,-1
28-Aug-21,44,23767,454,6527,0,13080,0,9,1905,944,953,-63,0,951,-1
28-Aug-21,45,23140,436,6527,0,13080,0,9,1904,943,953,-219,0,951,-1
28-Aug-21,46,22127,417,6527,0,13080,0,9,1905,939,953,-371,0,951,-1
28-Aug-21,47,20864,408,6527,0,13080,0,10,1666,829,836,-374,66,832,-1
28-Aug-21,48,19851,398,6527,0,13080,0,9,1657,819,831,-224,139,828,-1
29-Aug-21,1,18911,384,6527,0,13080,0,11,1465,731,741,-69,73,735,-1
29-Aug-21,2,18267,370,6527,0,13080,0,14,1458,725,737,112,0,731,-1
29-Aug-21,3,17927,386,6527,0,13080,0,14,1372,684,694,221,0,690,-1
29-Aug-21,4,17689,401,6527,0,13080,0,14,1369,681,694,97,50,688,-1
29-Aug-21,5,17342,424,6527,0,13080,0,15,1368,681,692,-27,3,688,-1
29-Aug-21,6,16907,447,6527,0,13080,0,84,1369,682,692,-152,-53,688,-1
29-Aug-21,7,16609,473,6527,0,13080,0,624,1368,682,692,-264,-10,688,-1
29-Aug-21,8,16401,499,6527,0,13080,0,650,1369,683,692,-340,0,688,-1
29-Aug-21,9,16327,543,6527,0,13080,0,605,1367,682,693,-238,0,688,-1
29-Aug-21,10,16216,587,6527,0,13080,0,682,1368,682,693,-315,0,688,-1
29-Aug-21,11,16377,609,6527,0,13080,0,732,1368,681,693,-227,0,687,-1
29-Aug-21,12,16357,630,6527,0,13080,0,764,1369,681,693,-217,0,687,-1
29-Aug-21,13,16747,649,6527,8,13080,0,472,1369,681,693,-247,0,688,-1
29-Aug-21,14,17191,668,6527,181,13080,0,97,1376,681,693,-130,0,688,-1
29-Aug-21,15,17793,670,6527,640,13080,0,14,1603,681,693,-159,-28,687,-1
29-Aug-21,16,18273,671,6527,1300,13080,0,14,1603,682,693,-60,0,687,-1
29-Aug-21,17,18820,706,6527,1810,13080,0,11,1386,682,693,-154,-39,687,-1
29-Aug-21,18,19285,741,6527,2240,13080,0,14,1369,685,693,-132,0,687,-1
29-Aug-21,19,19865,785,6527,2730,13080,0,14,1503,746,759,-260,0,755,-1
29-Aug-21,20,20102,828,6527,3290,13080,0,13,1508,751,761,-275,0,757,-1
29-Aug-21,21,20389,863,6527,3690,13080,0,12,1603,796,806,-193,0,804,-1
29-Aug-21,22,20573,898,6527,3790,13080,0,9,1607,799,808,-198,-11,805,-1
29-Aug-21,23,20655,899,6527,4130,13080,0,9,1605,799,807,-347,-118,805,-1
29-Aug-21,24,21000,900,6527,4150,13080,0,9,1605,800,807,-450,-51,805,-1
29-Aug-21,25,21123,915,6527,4570,13080,0,7,1608,799,645,-454,-49,804,-1
29-Aug-21,26,20975,930,6527,4450,13080,0,10,1610,800,639,-454,-51,804,-1
29-Aug-21,27,20726,964,6527,4510,13080,0,9,1620,800,738,-443,-36,802,-1
29-Aug-21,28,20548,997,6527,4450,13080,0,11,1608,800,749,-453,-181,802,-1
29-Aug-21,29,20592,1031,6527,4230,13080,0,9,1608,800,806,-454,-321,804,-1
